pmcid	doi	abstractText	pubYear	title	pmid	secondary_symbol	primary_symbol	type
PMC7973028	10.3389/fvets.2021.637716	Johne's disease (JD) is a chronic granulomatous enteritis of ruminants caused by <i>Mycobacterium avium</i> subsp. <i>paratuberculosis</i> (MAP), which induces persistent diarrhea and cachexia. JD causes huge economic losses to the dairy industry due to reduced milk production and premature culling. Infected animals excrete MAP via feces during the prolonged subclinical stage without exhibiting any clinical signs. Therefore, accurate detection of subclinical stage animals is crucial for successful eradication of JD in the herd. In the current study, we analyzed serum samples of MAP-infected and non-infected cattle to identify potential biomarker candidates. First, we identified 12 differentially expressed serum proteins in subclinical and clinical shedder groups compared to the healthy control group. Second, we conducted ELISA for three selected biomarkers (alpha-2-macroglobulin (A2M), alpha-1-beta glycoprotein, and transthyretin) and compared their diagnostic performance with that of two commercial ELISA diagnostic kits. Serum A2M levels were significantly higher in the MAP-exposed, subclinical shedder, subclinical non-shedder, and clinical shedder groups than in the healthy control group, suggesting its possible use as a diagnostic biomarker for MAP infection. Furthermore, A2M demonstrated a sensitivity of 90.4%, and a specificity of 100% while the two commercial ELISA kits demonstrated a sensitivity of 67.83 and 73.04% and a specificity of 100%, respectively. In conclusion, our results suggest that measuring A2M by ELISA can be used as a diagnostic tool to detect MAP infection, considerably improving the detection rate of subclinical shedders and MAP-exposed animals that are undetectable using current diagnostic tools.	2021	Alpha-2-Macroglobulin as a New Promising Biomarker Improving the Diagnostic Sensitivity of Bovine Paratuberculosis.	33748212	A1BG-AS	A1BG-AS1	secondary_symbol
PMC9558608	10.1021/acsomega.2c05152	Down syndrome (DS) is the most common chromosomal condition associated with intellectual disability and is characterized by a variety of additional clinical findings. The pathogenesis of DS and the differences between the sexes are not clear. In order to identify differentially expressed proteins that might be employed as potential biological markers and elucidate the difference in pathogenesis between different genders of T21 fetuses, providing clues for individualized detection and treatment is essential. Amniocyte samples of T21 males, T21 females, CN males, and CN females were collected by amniocentesis. The quantitative value of the peptide corresponding to each sample was determined through quantitative analysis by mass spectrometry. We identified many differentially expressed proteins between T21 fetuses and CN fetuses/T21 males and CN males/T21 females and CN females/and T21 males and T21 females. These differential proteins are associated with many important biological processes and affect the development of multiple systems, including the heart, hematopoietic, immune, reproductive, and nervous systems. Our results show sex-specific modulation of protein expression and biological processes and provide new insights into sex-specific differences in the pathogenesis of DS.	2022	Sex Differences in Protein Expression and Their Perturbations in Amniotic Fluid Cells of Down Syndrome Fetuses.	36249375	A1BG-AS	A1BG-AS1	secondary_symbol
PMC8876179	10.1186/s12920-022-01181-4	<h4>Background</h4>Feature selection of multi-omics data analysis remains challenging owing to the size of omics datasets, comprising approximately [Formula: see text]-[Formula: see text] features. In particular, appropriate methods to weight individual omics datasets are unclear, and the approach adopted has substantial consequences for feature selection. In this study, we extended a recently proposed kernel tensor decomposition (KTD)-based unsupervised feature extraction (FE) method to integrate multi-omics datasets obtained from common samples in a weight-free manner.<h4>Method</h4>KTD-based unsupervised FE was reformatted as the collection of kernelized tensors sharing common samples, which was applied to synthetic and real datasets.<h4>Results</h4>The proposed advanced KTD-based unsupervised FE method showed comparative performance to that of the previously proposed KTD method, as well as tensor decomposition-based unsupervised FE, but required reduced memory and central processing unit time. Moreover, this advanced KTD method, specifically designed for multi-omics analysis, attributes P values to features, which is rare for existing multi-omics-oriented methods.<h4>Conclusions</h4>The sample R code is available at https://github.com/tagtag/MultiR/ .	2022	Novel feature selection method via kernel tensor decomposition for improved multi-omics data analysis.	35209912	A1BG-AS	A1BG-AS1	secondary_symbol
PMC9862144	10.3390/ijms24021630	EBV and Helicobacter pylori (H. pylori) cause highly prevalent persistent infections as early as in childhood. Both pathogens are associated with gastric carcinogenesis. H. pylori interferes with iron metabolism, enhancing the synthesis of acute-phase proteins hepcidin, C-reactive protein (CRP), and α-1 glycoprotein (AGP), but we do not know whether EBV does the same. In this study, we correlated the EBV antibody levels and the serum levels of hepcidin, CRP, and AGP in 145 children from boarding schools in Mexico City. We found that children IgG positive to EBV antigens (VCA, EBNA1, and EA) presented hepcidin, AGP, and CRP levels higher than uninfected children. Hepcidin and AGP remained high in children solely infected with EBV, while CRP was only significantly high in coinfected children. We observed positive correlations between hepcidin and EBV IgG antibodies (p < 0.5). Using the TCGA gastric cancer database, we also observed an association between EBV and hepcidin upregulation. The TCGA database also allowed us to analyze the two important pathways controlling hepcidin expression, BMP−SMAD and IL-1β/IL-6. We observed only the IL-1β/IL-6-dependent inflammatory pathway being significantly associated with EBV infection. We showed here for the first time an association between EBV and enhanced levels of hepcidin. Further studies should consider EBV when evaluating iron metabolism and anemia, and whether in the long run this is an important mechanism of undernourishment and EBV gastric carcinogenesis.	2023	Epstein-Barr Virus Infection Is Associated with Elevated Hepcidin Levels.	36675141	A1BG-AS	A1BG-AS1	secondary_symbol
PMC9505326	10.3390/pathogens11091010	Tuberculosis is a major global concern. Tuberculosis in wildlife is a risk for zoonotic transmission and becoming one of the challenges for conservation globally. In elephants, the number of cases is likely rising. The aim of this study was to identify proteins related to tuberculosis infection in elephants, which could then be used for the development of diagnostic tools and/or vaccines. A serum proteomics approach was used to characterize differentially represented proteins in response to <i>Mycobacterium tuberculosis</i> in Asian elephants (<i>Elaphas maximus</i>). Blood samples were collected from eight elephants, four of which were antibody positive for tuberculosis and four were antibody negative. Proteomics analysis identified 26 significantly dysregulated proteins in response to tuberculosis. Of these, 10 (38%) were identified as immunoglobulin and 16 (62%) as non-immunoglobulin proteins. The results provided new information on the antibody response to mycobacterial infection and biomarkers associated with tuberculosis and protective response to mycobacteria in Asian elephants. Protective mechanisms included defense against infection (Alpha-1-B glycoprotein A1BG, Serpin family A member 1 SERPINA1, Transthyretin TTR), neuroprotection (TTR), and reduced risks of inflammation, infections, and cancer (SERPINA1, Keratin 10 KRT10). Using a translational biotechnology approach, the results provided information for the identification of candidate diagnostic, prognostic, and protective antigens for monitoring and control of tuberculosis in Asian elephants.	2022	Differentially Represented Proteins in Response to Infection with <i>Mycobacterium tuberculosis</i> Identified by Quantitative Serum Proteomics in Asian Elephants.	36145440	A1BG-AS	A1BG-AS1	secondary_symbol
PMC9247124	10.1007/s43188-022-00124-6	Drug-induced liver injury (DILI) is one of the leading reasons for discontinuation of a new drug development project. Diverse machine learning or deep learning models have been developed to predict DILI. However, these models have not provided an adequate understanding of the mechanisms leading to DILI. The development of safer drugs requires novel computational approaches that enable the prompt understanding of the mechanism of DILI. In this study, the mechanisms leading to the development of cholestasis, steatosis, hepatitis, and cirrhosis were explored using a semi-automated approach for data gathering and associations. Diverse data from ToxCast, Comparative Toxicogenomic Database (CTD), Reactome, and Open TG-GATEs on reference molecules leading to the development of the respective diseases were extracted. The data were used to create biological networks of the four diseases. As expected, the four networks had several common pathways, and a joint DILI network was assembled. Such biological networks could be used in drug discovery to identify possible molecules of concern as they provide a better understanding of the disease-specific key events. The events can be target-tested to provide indications for potential DILI effects.<h4>Supplementary information</h4>The online version contains supplementary material available at 10.1007/s43188-022-00124-6.	2022	Semi-automated approach for generation of biological networks on drug-induced cholestasis, steatosis, hepatitis, and cirrhosis.	35865277	A1BG-AS	A1BG-AS1	secondary_symbol
PMC8806870	10.1080/21655979.2021.1953216	Metabolism affects the development, progression, and prognosis of various cancers, including breast cancer (BC). Our aim was to develop a metabolism-related long non-coding RNA (lncRNA) signature to assess the prognosis of BC patients in order to optimize treatment. Metabolism-related genes between breast tumors and normal tissues were screened out, and Pearson correlation analysis was used to investigate metabolism-related lncRNAs. In total, five metabolism-related lncRNAs were enrolled to establish prognostic signatures. Kaplan-Meier plots and the receiver operating characteristic (ROC) curves demonstrated good performance in both training and validation groups. Further analysis demonstrated that the signature was an independent prognostic factor for BC. A nomogram incorporating risk score and tumor stage was then constructed to evaluate the 3 - and 5-year recurrence-free survival (RFS) in patients with BC. In conclusion, this study identified a metabolism-related lncRNA signature that can predict RFS of BC patients and established a prognostic nomogram that helps guide the individualized treatment of patients at different risks.	2021	Metabolism-related long non-coding RNAs (lncRNAs) as potential biomarkers for predicting risk of recurrence in breast cancer patients.	34254565	A1BG-AS	A1BG-AS1	secondary_symbol
PMC7722307	10.1186/s12953-020-00167-3	<h4>Background</h4>Sex and age have substantial influence on thyroid function. Sex influences the risk and clinical expression of thyroid disorders (TDs), with age a proposed trigger for the development of TDs. Cardiac function is affected by thyroid hormone levels with gender differences. Accordingly, we investigated the proteomic changes involved in sex based cardiac responses to thyroid dysfunction in elderly mice.<h4>Methods</h4>Aged (18-20 months) male and female C57BL/6 mice were fed diets to create euthyroid, hypothyroid, or hyperthyroid states. Serial echocardiographs were performed to assess heart function. Proteomic changes in cardiac protein profiles were assessed by 2-D DIGE and LC-MS/MS, and a subset confirmed by immunoblotting.<h4>Results</h4>Serial echocardiographs showed ventricular function remained unchanged regardless of treatment. Heart rate and size increased (hyperthyroid) or decreased (hypothyroid) independent of sex. Pairwise comparison between the six groups identified 55 proteins (≥ 1.5-fold difference and p < 0.1). Compared to same-sex controls 26/55 protein changes were in the female hypothyroid heart, whereas 15/55 protein changes were identified in the male hypothyroid, and male and female hyperthyroid heart. The proteins mapped to oxidative phosphorylation, tissue remodeling and inflammatory response pathways.<h4>Conclusion</h4>We identified both predicted and novel proteins with gender specific differential expression in response to thyroid hormone status, providing a catalogue of proteins associated with thyroid dysfunction. Pursuit of these proteins and their involvement in cardiac function will expand our understanding of mechanisms involved in sex-based cardiac response to thyroid dysfunction.	2020	Sex impacts cardiac function and the proteome response to thyroid hormone in aged mice.	33372611	A1BG-AS	A1BG-AS1	secondary_symbol
NA	10.1080/10495398.2020.1853137	Regulation of estrus plays a crucial role in the livestock industry. It is reported that providing better nutrition can induce early estrus in animals. However, little is known about the major endocrine and physiological mechanisms that could enhance estrus in anestrus animals. Hence in the current research two different groups of yaks, non-breeding season (February-June, NBS) estrus yaks as the experiment group and breeding season (July-September, BS) estrus animals as the control group were compared using the isobaric tags for relative and absolute quantitation (iTRAQ) technique. Study displayed that cold season supplementation significantly improved growth performance, serum biochemical indicators and reproductive hormone concentrations in yaks. We also identified 25 differentially expressed proteins in yak serum using iTRAQ proteomics. Go and KEGG analysis indicated that calcium signaling pathway and beta-alanine metabolism may be candidate pathways for seasonal estrus induced by nutrition. Differential protein expression was validated using parallel reaction monitoring (PRM). The results of this study initially identified A2M, IGF2, A1BG and APOA1 as candidate proteins for seasonal estrus induced by nutrition. Altogether, In conclusion, our results show that providing additional nutrients in the cold season can improve yak productivity and reproductive efficiency, and provide a new reference.	2022	Expression and characterization of the serum proteome from yak induced into estrus by improved nutrition.	33625304	A1BG-AS	A1BG-AS1	secondary_symbol
NA	10.1016/j.theriogenology.2021.01.017	"The objective of this study was to study the changes in salivary proteins that occur in the dog after the ejaculation process. Saliva samples from eight dogs before and after induced ejaculation were analyzed by proteomic using Tandem Mass Tag (TMT) labeling and LC-MS/MS analysis. A total of 33 salivary proteins showed significant changes after the ejaculation process. The up-regulated proteins that showed changes of higher magnitude were mucin-7 (MUC-7), peroxiredoxin-4 (PRDX4) and galectin-3 (LEGALS3) whereas proteins such as alpha-1-acid glycoprotein (A1G1) and alpha-1B-glycoprotein (A1BG) were the most down-regulated. MUC-7 and PRDX4 expression in saliva after ejaculation could be associated with the protective ""environment"" created by the organism to exert pr 3o-fertility activities and antioxidants benefits in spermatozoa. Also LEGALS3 increment could be associated with an improvement of wellbeing and could contribute to a positive global effect in the body. Down-regulations of A1G1 and A1GB proteins found in saliva after ejaculation could be associated with a reduction in systemic inflammation. Overall it can be concluded that, changes in proteins in saliva that are produced after ejaculation can reflect a state of increase immune defenses, improvement of antioxidant status and low inflammation."	2021	Changes in salivary proteins can reflect beneficial physiological effects of ejaculation in the dog.	33550091	A1BG-AS	A1BG-AS1	secondary_symbol
PMC9361781	10.1096/fj.202100901rrr	The main active metabolite of Vitamin A, all-trans retinoic acid (RA), is required for proper cellular function and tissue organization. Heart development has a well-defined requirement for RA, but there is limited research on the role of RA in the adult heart. Homeostasis of RA includes regulation of membrane receptors, chaperones, enzymes, and nuclear receptors. Cellular retinol-binding protein, type 1 (CRBP1), encoded by retinol-binding protein, type 1 (Rbp1), regulates RA homeostasis by delivering vitamin A to enzymes for RA synthesis and protecting it from non-specific oxidation. In this work, a multi-omics approach was used to characterize the effect of CRBP1 loss using the Rbp1<sup>-/-</sup> mouse. Retinoid homeostasis was disrupted in Rbp1<sup>-/-</sup> mouse heart tissue, as seen by a 33% and 24% decrease in RA levels in the left and right ventricles, respectively, compared to wild-type mice (WT). To further inform on the effect of disrupted RA homeostasis, we conducted high-throughput targeted metabolomics. A total of 222 metabolite and metabolite combinations were analyzed, with 33 having differential abundance between Rbp1<sup>-/-</sup> and WT hearts. Additionally, we performed global proteome profiling to further characterize the impact of CRBP1 loss in adult mouse hearts. More than 2606 unique proteins were identified, with 340 proteins having differential expression between Rbp1<sup>-/-</sup> and WT hearts. Pathway analysis performed on metabolomic and proteomic data revealed pathways related to cellular metabolism and cardiac metabolism were the most disrupted in Rbp1<sup>-/-</sup> mice. Together, these studies characterize the effect of CRBP1 loss and reduced RA in the adult heart.	2022	Role of cellular retinol-binding protein, type 1 and retinoid homeostasis in the adult mouse heart: A multi-omic approach.	35253263	A1BG-AS	A1BG-AS1	secondary_symbol
PMC8536412	10.1155/2021/3440498	<h4>Background</h4>Coronary heart disease (CHD) is the most prevalent disease with an unelucidated pathogenetic mechanism and is mediated by complex molecular interactions of exosomes. Here, we aimed to identify differentially expressed exosome genes for the disease development and prognosis of CHD.<h4>Method</h4>Six CHD samples and 32 normal samples were downloaded from the exoRbase database to identify the candidate genes in the CHD. The differentially expressed genes (DEGs) were identified. And then, weighted gene correlation network analysis (WGCNA) was used to investigate the modules in coexpressed genes between CHD samples and normal samples. DEGs and the module of the WGCNA were intersected to obtain the most relevant exosome genes. After that, the function enrichment analyses and protein-protein interaction network (PPI) were performed for the particular module using STRING and Cytoscape software. Finally, the CIBERSORT algorithm was used to analyze the immune infiltration of exosome genes between CHD samples and normal samples.<h4>Result</h4>We obtain a total of 715 overlapping exosome genes located at the intersection of the DEGs and key modules. The Gene Ontology enrichment of DEGs in the blue module included inflammatory response, neutrophil degranulation, and activation of CHD. In addition, protein-protein networks were constructed, and hub genes were identified, such as LYZ, CAMP, HP, ORM1, and LTF. The immune infiltration profiles varied significantly between normal controls and CHD. Finally, we found that mast cells activated and eosinophils had a positive correlation. B cell memory had a significant negative correlation with B cell naive. Besides, neutrophils and mast cells were significantly increased in CHD patients.<h4>Conclusion</h4>The underlying mechanism may be related to neutrophil degranulation and the immune response. The hub genes and the difference in immune infiltration identified in the present study may provide new insights into the diagnostic and provide candidate targets for CHD.	2021	Identification of Key Exosome Gene Signature in Mediating Coronary Heart Disease by Weighted Gene Correlation Network Analysis.	34692829	A1BG-AS	A1BG-AS1	secondary_symbol
PMC8609322	NA	NA	2021	In This Issue	NA	A1BG-AS	A1BG-AS1	secondary_symbol
PMC10142111	10.3390/molecules28083323	Glomerulopathies with nephrotic syndrome that are resistant to therapy often progress to end-stage chronic kidney disease (CKD) and require timely and accurate diagnosis. Targeted quantitative urine proteome analysis by mass spectrometry (MS) with multiple-reaction monitoring (MRM) is a promising tool for early CKD diagnostics that could replace the invasive biopsy procedure. However, there are few studies regarding the development of highly multiplexed MRM assays for urine proteome analysis, and the two MRM assays for urine proteomics described so far demonstrate very low consistency. Thus, the further development of targeted urine proteome assays for CKD is actual task. Herein, a BAK270 MRM assay previously validated for blood plasma protein analysis was adapted for urine-targeted proteomics. Because proteinuria associated with renal impairment is usually associated with an increased diversity of plasma proteins being present in urine, the use of this panel was appropriate. Another advantage of the BAK270 MRM assay is that it includes 35 potential CKD markers described previously. Targeted LC-MRM MS analysis was performed for 69 urine samples from 46 CKD patients and 23 healthy controls, revealing 138 proteins that were found in ≥2/3 of the samples from at least one of the groups. The results obtained confirm 31 previously proposed CKD markers. Combination of MRM analysis with machine learning for data processing was performed. As a result, a highly accurate classifier was developed (AUC = 0.99) that enables distinguishing between mild and severe glomerulopathies based on the assessment of only three urine proteins (GPX3, PLMN, and A1AT or SHBG).	2023	Targeted MRM Quantification of Urinary Proteins in Chronic Kidney Disease Caused by Glomerulopathies.	37110557	A1BG-AS	A1BG-AS1	secondary_symbol
PMC9937897	10.1016/j.heliyon.2023.e13345	Systemic lupus erythematous (SLE) is a complex chronic autoimmune disease with difficult early treatment and accurate diagnosis. Circulating exosomes containing proteins, lipids and nucleic acids can be ideal diagnostic biomarkers and disease management strategies for SLE. Our aim was to examine the unique expression profiles of circulating exosomal miRNAs and proteins in patients with SLE patients. Using RNA-sequencing and proteomic approaches, we compared the expression patterns of exosomal miRNAs and proteins in the plasma of SLE patients and healthy subjects, and discussed the underlying signaling network of circulating exosomes. We also summarize common molecules (miRNAs and proteins) and pathways shared by our plasma exosomes, as well as previously reported data (PBMC, T cells, B cells and plasma). We identified groups of differentially expressed exosomal miRNAs and proteins in the plasma of SLE patients and healthy controls. We obtained consensus molecules (39 miRNAs, 14 proteins) and 21 signaling pathways that are common in our current study and previous reports. Common molecules (miRNAs and proteins) and pathways shared by our plasma exosomes data and other circulating components data reported previously indicate their potential application in the clinical treatment and diagnosis of SLE disease.	2023	Differential expression of exosomal miRNAs and proteins in the plasma of systemic lupus erythematous patients.	36820039	A1BG-AS	A1BG-AS1	secondary_symbol
PMC8873249	10.1038/s41598-022-07160-0	Although early intervention may help prevent the progression of bipolar disorder, there are some controversies over early pharmacological intervention. In this study, we recruited 40 subjects in the prodromal stage of BD-II (BP), according to bipolar at-risk state criteria. We compared the expression of their plasma proteins with that of 48 BD-II and 75 healthy control (HC) to identify markers that could be detected in a high-risk state. The multiple reaction monitoring method was used to measure target peptide levels with high accuracy. A total of 26 significant peptides were identified through analysis of variance with multiple comparisons, of which 19 were differentially expressed in the BP group when compared to the BD-II and HC groups. Two proteins were overexpressed in the BP group; and were related to pro-inflammation and impaired neurotransmission. The other under-expressed peptides in the BP group were related to blood coagulation, immune reactions, lipid metabolism, and the synaptic plasticity. In this study, significant markers observed in the BP group have been reported in patients with psychiatric disorders. Overall, the results suggest that the pathophysiological changes included in BD-II had already occurred with BP, thus justifying early pharmacological treatment to prevent disease progression.	2022	Alterations in blood proteins in the prodromal stage of bipolar II disorders.	35210508	A1BG-AS	A1BG-AS1	secondary_symbol
NA	10.1101/2023.02.17.528968	Increased throughput in proteomic experiments can improve accessibility of proteomic platforms, reduce costs and facilitate new approaches in systems biology and biomedical research. Here we propose Speedy-PASEF, a combination of analytical flow rate chromatography with ion mobility separation of peptide ions, data-independent acquisition and data analysis with the DIA-NN software suite, for conducting fast, high-quality proteomic experiments that require only moderate sample amounts. For instance, using a 500-μl/min flow rate and a 3-minute chromatographic gradient, Speedy-PASEF quantified 5,211 proteins from 2 μg of a mammalian cell-line standard at high quantitative accuracy and precision. We further used Speedy-PASEF to analyze blood plasma samples from a cohort of COVID-19 inpatients, using a 3-minute chromatographic gradient and alternating column regeneration on a dual pump system, for processing 398 samples per day. Speedy-PASEF delivered a comprehensive view of the COVID-19 plasma proteome, allowing classification of the patients according to disease severity and revealing plasma biomarker candidates. Speedy-PASEF thus facilitates acquisition of high-quality proteomes in large numbers.	2023	Speedy-PASEF: Analytical flow rate chromatography and trapped ion mobility for deep high-throughput proteomics	NA	A1BG-AS	A1BG-AS1	secondary_symbol
PMC9689510	10.3390/diagnostics12112583	Proteinuria is a risk factor for chronic kidney disease (CKD) progression and associated complications. However, there is insufficient information on individual protein components in urine and the severity of CKD. We aimed to investigate urinary proteomics and its association with proteinuria and kidney function in early-stage CKD and in healthy individuals. A 24 h urine sample of 42 individuals (21-CKD and 21-healthy individuals) was used for mass spectrometry-based proteomics analysis. An exponentially modified protein abundance index (emPAI) was calculated for each protein. Data were analyzed by Mascot software using the SwissProt database and bioinformatics tools. Overall, 298 unique proteins were identified in the cohort; of them, 250 proteins belong to the control group with median (IQR) emPAI 39.1 (19−53) and 142 proteins belong to the CKD group with median (IQR) emPAI 67.8 (49−117). The level of 24 h proteinuria positively correlated with emPAI (r = 0.390, p = 0.011). The emPAI of some urinary proteomics had close positive (ALBU, ZA2G, IGKC) and negative (OSTP, CD59, UROM, KNG1, RNAS1, CD44, AMBP) correlations (r < 0.419, p < 0.001) with 24 h proteinuria levels. Additionally, a few proteins (VTDB, AACT, A1AG2, VTNC, and CD44) significantly correlated with kidney function. In this proteomics study, several urinary proteins correlated with proteinuria and kidney function. Pathway analysis identified subpathways potentially related to early proteinuric CKD, allowing the design of prospective studies that explore their response to therapy and their relationship to long-term outcomes.	2022	Urinary Protein Profiling for Potential Biomarkers of Chronic Kidney Disease: A Pilot Study.	36359427	A1BG-AS	A1BG-AS1	secondary_symbol
NA	10.1016/j.jneuroim.2020.577359	Multiple sclerosis (MS) manifesting before age 18 years is defined as pediatric MS (pMS). We analysed plasma proteins in pMS by an untargeted proteomic approach. Patients with pMS (Group pMS, n = 33), patients with demyelinating disease not meeting pMS diagnostic criteria (unclassified demyelinating disease, Group U, n = 4) and age-matched healthy subjects (Group C, n = 40) were included. Plasma proteomic analysis was performed using Q-TOF LC/MS. Proteins having fold change >1.2 and found to be statistically different (p < 0.05) between the groups were identified and discussed with a clinical perspective. Group pMS had higher alpha 1B glycoprotein (A1BG), complement factor B (CFB), plasminogen (PLG), alpha-2-antiplasmin (α<sub>2</sub>-AP, SERPINF2), inter alpha trypsin inhibitor heavy chain H2 (ITIH2), and lower centrosomal protein of 290 (CEP290) and F-box/LRR-repeat protein 17 (FBXL17) concentrations than Group C. Measurements from Group U, whose definite diagnoses were established as pMS (n = 3) and myelin oligodendrocyte glycoprotein antibody-associated disease (n = 1) on follow-up after the study, were statistically close to the results of Group pMS. Plasma protein changes observed in our study were related to the inflammation, coagulation and oxidative stress pathways. If confirmed and validated in larger groups, these results may indicate potential biomarker(s) for demyelinating diseases at proteome level and could encourage studies for the development of novel diagnostic kits.	2020	Analysis of plasma protein biomarkers in childhood onset multiple sclerosis.	32841722	A1BG-AS	A1BG-AS1	secondary_symbol
NA	NA	<h4>Purpose</h4>Pancreatic cancer is a fatal malignant tumor with no obvious characteristics in the early stage of onset and high metastatic ability which results in a low survival. Understanding the detailed process of pancreatic cancer contributes to new treatments to prolong patients' survival.<h4>Methods</h4>We carried out an in-depth analysis by modularization while seeking for critical genes in the pathogenesis of pancreatic cancer so as to identify the molecular mechanisms of the condition using differential analysis, co-expression module analysis, enrichment analysis, and network connectivity analysis. In light of the hypergeometric test, ncRNA (non-coding RNA) and transcription factors that regulate the module would be predicted.<h4>Results</h4>Conclusively, seven co-expression modules were obtained, in which CPA2 and A1BG were significantly differentially expressed in patients who had pancreatic cancer with active regulation in dysfunction modules. The modular genes significantly participated in second-messenger-mediated signaling as well as cellular calcium homeostasis and also controlled the interactions of neuroactive ligand-receptor. Besides, we identified ncRNA pivot including FENDRR and miR-92a-3p as well as transcription factors pivot including SPI1, STAT5A which significantly regulated the dysfunction module.<h4>Conclusion</h4>This study can help reveal core dysfunction modules, potential regulatory factors, and driver genes for pancreatic cancer, enhancing the understanding of its pathogenesis and providing a reference for prediction with respect to the survival time of patients with this condition.	2020	Time series expression patterns reveal the molecular processes of pancreatic cancer progression.	33099939	A1BG-AS	A1BG-AS1	secondary_symbol
PMC9847018	10.1186/s12014-023-09392-2	<h4>Background</h4>Continuous renal replacement therapy (CRRT) has been considered as an adjuvant therapy for sepsis. However, the novel biomarker to evaluate the benefits of CRRT is limited. The aim of this study was to explore the novel biomarkers involved in the impact of CRRT in pediatric sepsis.<h4>Methods</h4>The serum proteomic profiles on the 7th day after CRRT (CRRT 7th day) compared with before CRRT (CRRT 1st day) was determined in 3 children with sepsis as a discovery set. The screened candidates were confirmed in the validation cohort including patients received CRRT (CRRT group) and without CRRT (non-CRRT group). We defined that pediatric sequential organ failure assessment score (pSOFA) in pediatric patients with sepsis decreased by 2 points or more on the CRRT 1st day compared with CRRT initiation as CRRT responders. The changes of serum biomarkers were compared between CRRT responders and CRRT non-responders. Moreover, correlation analysis was further conducted in pediatric sepsis.<h4>Results</h4>A total of 145 differentially expressed proteins were found according to the serum proteomics profiles. By visualizing the interaction between the differential proteins, 6 candidates (Lysozyme C [LYZ], Leucine-rich alpha-2-glycoprotein [LRG1], Fibromodulin [FMOD], Alpha-1-antichymotrypsin [SERPINA3], L-selectin [SELL], Monocyte differentiation antigen CD14 [CD14]) were screened. In the validation cohort, serum levels of LYZ and LRG1 showed a higher trend on the CRRT 7th day than that on the 1st day in the non-CRRT group. However, the changes in levels of LYZ and LRG1 on the 7th day was significant in the CRRT group (p = 0.016, p = 0.009, respectively). Moreover, the levels of LYZ and LRG1 on the CRRT 7th day in the CRRT group were significantly higher than that in the non-CRRT group (p < 0.001, p = 0.025). Decreased levels of CD14 were associated with sepsis recovery, but not associated with CRRT. There were no significantly difference in serum FMOD, SERPINA3, and SELL levels. Importantly, serum LYZ and LRG1 levels changed in CRRT responders, but not CRRT non-responders. Further analysis indicated that serum LYZ levels were correlated to total platelet counts, aspartate aminotransferase (ALT), alanine aminotransferase (AST), and albumin levels, and serum LRG1 level were correlated to total platelet count and TBIL levels on the 1st day in the CRRT group. Protein-protein interaction network analysis displayed that serum LYZ and LRG1 were involved in the process of inflammatory response, leucocytes adhesion to vascular endothelial cell, as well as complement activation.<h4>Conclusion</h4>Elevated serum LYZ and LRG1 levels are associated with clinical benefits of CRRT during sepsis.	2023	The novel biomarkers for assessing clinical benefits of continuous renal replacement therapy in pediatric sepsis: a pilot study.	36650427	A1BG-AS	A1BG-AS1	secondary_symbol
NA	10.1016/j.jprot.2020.103979	The emerging technology of urinary proteomics has become an efficient biological approach for identifying biomarkers and characterizing pathogenesis in renal involvement. In this study, we attempted to elucidate the relationship between IgAN and HSPN in children, employing LC-MS/MS to perform urinary proteomic analyses using the DIA method. Early-morning spot urine was collected from patients with biopsy-proven IgAN (n = 19) and HSPN (n = 19) prior to treatment and renal biopsy in the Department of Pediatrics, Jinling Hospital, Nanjing, China, and did healthy volunteers (n = 14), from June 2018 to December 2019. Two hundred seventy-six urinary proteins and 125 urinary proteins were determined to be differentially expressed in children with IgAN (n = 4) and HSPN (n = 4), respectively, compared to the urinary proteins of healthy children (n = 4) (p < 0.05). GO analysis demonstrated that the differentially expressed proteins of the two groups, which were located in the extracellular matrix and cell membrane, were primarily involved in biological processes, including metabolic processes, immune system processes, cellular adhesion, cell proliferation, signaling, and biological regulation. KEGG analysis revealed that the differentially expressed proteins of the two groups were associated with cell adhesion molecules, ECM-receptor interactions, the PI3K-Akt signaling pathway, the complement and coagulation cascades, regulation of actin cytoskeleton, cholesterol metabolism, and platelet activation. The target proteins (alpha-1B-glycoprotein (A1BG) and afamin (AFM)), which participated in the complement and coagulation cascades and the regulation of complement activation, were further investigated in the independent validation cohort by ELISA. These proteins were significantly increased in children with IgAN (n = 15) and HSPN (n = 15) compared with the proteins observed in healthy controls (n = 10, P < 0.05). The validated results were consistent with the mass spectrometry results. SIGNIFICANCE: IgAN and HSPN both result from the glomerular deposition of abnormally glycosylated IgA1 with mesangial proliferative changes, and both diseases are common glomerulopathies in the pediatric population that are believed to be correlated. Interestingly, our data, by combining urinary proteomic analyses, showed that several uniform enrichment pathways played an important role in the progression of IgAN and HSPN, suggesting that we might reduce the renal involvement of the two diseases in children through these pathways. The same urinary proteins along these pathways were observed to be differentially expressed in children with IgAN and HSPN, implying that these proteins may be potential biomarkers to identify the two diseases. Future studies examining larger cohorts are warranted to confirm the validity of our findings.	2021	Use of liquid chromatography-tandem mass spectrometry to perform urinary proteomic analysis of children with IgA nephropathy and Henoch-Schönlein purpura nephritis.	32932007	A1BG-AS	A1BG-AS1	secondary_symbol
