pmcid	doi	abstractText	pubYear	title	pmid	primary_symbol	secondary_symbol	type
PMC9682263	10.3389/fgene.2022.1030886	Chicken is widely accepted by consumers because of its delicate taste and abundant animal protein. The rooster after castration (capon) is believed to show better flavor, however, the molecular changes of the underpinned metabolism after castration is not yet understood. In this study, we aimed to figure out the alternation of meat quality and underpinned molecular mechanism <i>via</i> transcriptomic profiling of liver, spleen and hypothalamus as targeted organs in response to the castration. We identified differential expressed genes and their enriched functions and pathways in these organs between capon and rooster samples through RNA-seq analysis. In the liver, the lipid metabolism with targeted <i>FABP1</i>gene was found significantly enriched, which may be as one of the factors contributing to increased fat deposition and thus better meat flavor in capons than roosters, as predicted by the significantly lower shear force in capons than in roosters in meat quality experiments. However, the ability to xenobiotic detoxification and excretion, vitamin metabolism, and antioxidative effect of hemoglobin evidenced of the capon may be compromised by the alternation of <i>SULT</i>, <i>AOX1</i>, <i>CYP3A5</i>, <i>HBA1</i>, <i>HBBA</i>, and <i>HBAD</i>. Besides, in both the spleen and hypothalamus, <i>PTAFR</i>, <i>HPX</i>, <i>CTLA4</i>, <i>LAG3</i>, <i>ANPEP</i>, <i>CD24</i>, <i>ITGA2B</i>, <i>ITGB3</i>, <i>CD2</i>, <i>CD7</i>, and <i>BLB2</i> may play an important role in the immune system including function of platelet and T cell, development of monocyte/macrophage and B cell in capons as compared to roosters. In conclusion, our study sheds lights into the possible molecular mechanism of better meat flavor, fatty deposit, oxidative detoxification and immune response difference between capons and roosters.	2022	The transcriptome pattern of liver, spleen and hypothalamus provides insights into genetic and biological changes in roosters in response to castration.	36437959	A2ML1	CPAMD9	primary_symbol
PMC8819746	10.1177/11769343221077118	"Laryngeal squamous cell carcinoma (LSCC) is one of the most common types of head and neck squamous cell carcinomas (HNSCC) and is the second most prevalent malignancy occurring in the head and neck or respiratory tract, with a high incidence and mortality rate. Survival is limited for patients with LSCC. To identify more biomarkers associated with the prognosis of patients with LSCC, using bioinformatics analysis, this study used The Cancer Genome Atlas (TCGA) LSCC dataset and gene expression profiles of GSE59102 from the Gene Expression Omnibus (GEO). Eighty-one differentially co-expressed genes were identified by weighted gene co-expression network analysis (WGCNA). Next, 10 hub genes (PPL, KRT78, CRNN, PTK7, SCEL, AGRN, SPINK5, AIF1L, EMP1, and PPP1R3C) were screened from a protein-protein interaction (PPI) network. Based on survival analysis, SPINK5 was significantly correlated with survival time in LSCC patients. After verification in the TCGA and HPA databases, SPINK5 was selected as a prognostic biomarker. Finally, the GSEA results showed that downregulation of SPINK5 gene expression may promote tumorigenesis and the development of cancers by the ""BASAL CELL CARCINOMA"" pathway, and it has been implicated in disrupting DNA damage and repair pathways. Collectively, SPINK5 may serve as a potential prognostic biomarker in LSCC."	2022	SPINK5 is a Prognostic Biomarker Associated With the Progression and Prognosis of Laryngeal Squamous Cell Carcinoma Identified by Weighted Gene Co-Expression Network Analysis.	35140453	A2ML1	CPAMD9	primary_symbol
PMC8855930	10.3389/fmolb.2021.808536	Pemphigus represents a group of rare and severe autoimmune intra-epidermal blistering diseases affecting the skin and mucous membranes. These painful and debilitating diseases are driven by the production of autoantibodies that are mainly directed against the desmosomal adhesion proteins, desmoglein 3 (Dsg3) and desmoglein 1 (Dsg1). The search to define underlying triggers for anti-Dsg-antibody production has revealed genetic, environmental, and possible vaccine-driven factors, but our knowledge of the processes underlying disease initiation and pathology remains incomplete. Recent studies point to an important role of T cells in supporting auto-antibody production; yet the involvement of the myeloid compartment remains unexplored. Clinical management of pemphigus is beginning to move away from broad-spectrum immunosuppression and towards B-cell-targeted therapies, which reduce many patients' symptoms but can have significant side effects. Here, we review the latest developments in our understanding of the predisposing factors/conditions of pemphigus, the underlying pathogenic mechanisms, and new and emerging therapies to treat these devastating diseases.	2021	Autoimmune Pemphigus: Latest Advances and Emerging Therapies.	35187073	A2ML1	CPAMD9	primary_symbol
PMC9587212	10.1038/s41598-022-22687-y	This study aims to identify genetic causes of familial female infertility characterized by embryonic developmental arrest (EDA) and repeated implantation failure (RIF) with oocyte donation IVF cycle. We used Whole-exome sequencing and Sanger validation to find causative genes in an Iranian consanguineous family that had 3 infertile daughters, 4 fertile daughters, and 2 fertile sons. All patients in this consanguineous family exhibited typical manifestations of unexplained RIF and EDA. Genetic analysis identified a homozygous missense variant (c.G1054C:p.G352R) in exon 13 of the TLE6 gene that cosegregated with the EDA phenotype in an autosomal recessive pattern. Other members of the family, the gene carriers, remain clinically asymptomatic and fertile. Our findings identify a novel nonsynonymous variant, c.G1054C:p.G352R, in the TLE6 gene within a consanguineous Iranian family with autosomal-recessive female infertility and broaden the genetic spectrum of TLE6-associated EDA.	2022	A novel variant in TLE6 is associated with embryonic developmental arrest (EDA) in familial female infertility.	36271123	A2ML1	CPAMD9	primary_symbol
PMC9846079	10.3389/fgene.2022.1058062	<b>Background:</b> Pancreatic adenocarcinoma (PAAD) is one of the most aggressive tumors of the digestive tract, with low surgical resection rate and insensitivity to radiotherapy and chemotherapy. Existing evidence suggests that regulation of ferroptosis can induce PAAD cell death, inhibit tumor growth, and may synergistically improve the sensitivity of other antitumor drugs. However, there is little of systematic research on iron metabolism-related genes in PAAD. In this study, a risk-score system of PAAD iron metabolism-related genes was designed and tested, and verified to be robust. <b>Materials and Methods:</b> The TCGA database was used to download 177 PAAD patients' message RNA (mRNA) expression profiles and clinical characteristics. By identifying dysregulated iron metabolism-related genes between PAAD related tissues and adjacent normal tissues, univariate Cox proportional hazards regression and LASSO regression algorithm were used to establish prognostic risk-score system and construct nomogram to estimate the 1-, 2-, 3-year survival in PAAD patients. Finally, selected genes were validated by quantitative PCR (q-PCR). <b>Results:</b> A 9-gene related to iron metabolism risk-score system of PAAD was constructed and validated. The clinicopathological characteristics of age, histologic grade, pathologic stage, T stage, residual tumor, and primary therapy outcome were all worse in patients with a higher risk-score. Further, immunohistochemistry results of <i>SLC2A1</i>, <i>MBOAT2</i>, <i>XDH</i>, <i>CTSE</i>, <i>MOCOS</i>, and <i>ATP6V0A4</i> confirmed that patients with higher expression are more malignant. Then, a nomogram with 9-gene risk score system as a separate clinical factor was utilized to foretell the 1-, 2-, 3-year overall survival rate of PAAD patients. Results of q-PCR showed that 8 of the 9 genes screened were significantly up-regulated in at least one PAAD cell line, and one gene was significantly down-regulated in three PAAD cell lines. <b>Conclusion:</b> To conclude, we generated a nine-gene system linked to iron metabolism as an independent indicator for predicting PAAD prognosis, therefore presenting a possible prognostic biomarker and potential treatment targets for PAAD.	2022	Development and validation of a prognostic prediction model for iron metabolism-related genes in patients with pancreatic adenocarcinoma.	36685915	A2ML1	CPAMD9	primary_symbol
PMC9959625	10.3390/ijms24044035	Noonan syndrome (NS) is an autosomal dominant multisystem disorder, characterized by variable expressivity and locus heterogeneity, being caused by mutations in one of a subset of RAS pathway genes. Nevertheless, for 20-30% of patients it is not possible to provide molecular diagnosis, suggesting that further unknown genes or mechanisms are involved in NS pathogenesis. Recently, we proposed a digenic inheritance of subclinical variants as an alternative NS pathogenic model in two NS patients negative for molecular diagnosis. They showed hypomorphic variants of RAS pathway genes co-inherited from both their healthy parents that we hypothesized to generate an additive effect. Here, we report on the phosphoproteome and proteome analysis by liquid chromatography tandem mass spectrometry (LC-MS/MS) performed on the immortalized peripheral blood mononuclear cells (PBMCs) from the two above trios. Our results indicate that the two unrelated patients show overlapped profiles in both protein abundances and their phosphorylation levels not reached by their parents. IPA software predicted RAS-related pathways as significantly activated in the two patients. Interestingly, they remained unchanged or only slightly activated in both patients' parents. These findings suggest that the presence of one subclinical variant can activate the RAS pathway below the pathological threshold, which can instead be exceeded by the additive effect due to the co-presence of two subclinical variants causing NS, supporting our digenic inheritance hypothesis.	2023	Changes of RAS Pathway Phosphorylation in Lymphoblastoid Cell Lines from Noonan Syndrome Patients Carrying Hypomorphic Variants in Two NS Genes.	36835447	A2ML1	CPAMD9	primary_symbol
PMC8928670	10.1186/s12887-021-02909-4	<h4>Background</h4>Noonan syndrome (NS) is a relatively rare inherited disease. Typical clinical presentation is important for the diagnosis of NS. But the initial presentation of NS could be significant variant individually which results in the difficult of working diagnosis. Here we report a rare neonatal case of NS who presented with refractory thrombocytopenia as the initial manifestation.<h4>Case presentation</h4>This was a preterm infant with refractory thrombocytopenia of unknown origin transferred from obstetric hospital at 6 weeks of age. During hospitalization, typical phenotypes of NS in addition to thrombocytopenia were observed, such as typical facial characteristics, short stature, atrial septal defect, cryptochidism, coagulation defect and chylothorax. Genetic testing showed a pathogenic variant at exon 2 of the PTPN11 gene with c.124A > G (p.T42A). Respiratory distress was deteriorated with progressive chylothorax. Chest tube was inserted for continuous draining. Chemical pleurodesis with erythromycin was tried twice, but barely effective. Finally, parents decided to withdraw medical care and the patient died.<h4>Conclusions</h4>Thrombocytopenia could be the first symptom of Noonan syndrome. After ruling out other common causes of thrombocytopenia, NS should be considered as the working diagnosis.	2022	Refractory thrombocytopenia could be a rare initial presentation of Noonan syndrome in newborn infants: a case report and literature review.	35300644	A2ML1	CPAMD9	primary_symbol
PMC6930242	10.3389/fimmu.2019.02948	Mycobacterium tuberculosis (M. tuberculosis) infection in humans can cause active disease or latent infection. However, the factors contributing to the maintenance of latent infection vs. disease progression are poorly understood. In this study, we used a genome-wide RNA sequencing (RNA-seq) approach to identify host factors associated with M. tuberculosis infection status and a novel gene signature that can distinguish active disease from latent infection. By RNA-seq, we characterized transcriptional differences in purified protein derivative (PPD)-stimulated peripheral blood mononuclear cells (PBMCs) among three groups: patients with active tuberculosis (ATB), individuals with latent TB infection (LTBI), and TB-uninfected controls (CON). A total of 401 differentially expressed genes enabled grouping of individuals into three clusters. A validation study by quantitative real-time PCR (qRT-PCR) confirmed the differential expression of TNFRSF10C, IFNG, PGM5, EBF3, and A2ML1 between the ATB and LTBI groups. Additional clinical validation was performed to evaluate the diagnostic performance of these five biomarkers using 130 subjects. The 3-gene signature set of TNFRSF10C, EBF3, and A2ML1 enabled correct classification of 91.5% of individuals, with a high sensitivity of 86.2% and specificity of 94.9%. Diagnostic performance of the 3-gene signature set was validated using a clinical cohort of 147 subjects with suspected ATB. The sensitivity and specificity of the 3-gene set for ATB were 82.4 and 92.4%, respectively. In conclusion, we detected distinct gene expression patterns in PBMCs stimulated by PPD depending on the status of M. tuberculosis infection. Furthermore, we identified a 3-gene signature set that could distinguish ATB from LTBI, which may facilitate rapid diagnosis and treatment for more effective disease control.	2019	Transcriptional Profiling of Human Peripheral Blood Mononuclear Cells Identifies Diagnostic Biomarkers That Distinguish Active and Latent Tuberculosis.	31921195	A2ML1	CPAMD9	primary_symbol
PMC10281469	10.1080/15592294.2023.2222246	Benzo[a]pyrene (BaP) is ubiquitously present in the aquatic environment and has been identified as a bone toxicant. Previous studies have demonstrated that ancestral BaP exposure can cause transgenerational bone deformities in fish. Transgenerational effects are thought to be caused by heritable epigenetic changes, such as DNA methylation, histone modification, and non-coding RNAs. To investigate the role of DNA methylation in BaP-induced transgenerational skeletal deformities and the related transcriptomic changes in deformed vertebrae, we examined the vertebrae of male F1 and F3 medaka fish using high-throughput RNA sequencing (RNA-seq) and whole-genome bisulphite sequencing (WGBS). The histological results revealed that osteoblast numbers at the vertebral bone decreased in the BaP-derived F1 and F3 adult males in comparison with the control group. Differentially methylated genes (DMGs) associated with osteoblastogenesis (F1 and F3), chondrogenesis (F1 and F3), and osteoclastogenesis (F3) were identified. However, RNA-seq data did not support the role of DNA methylation in the regulation of genes involved in skeletogenesis since there was very little correlation between the level of differential methylation and gene expression profiles related to skeletogenesis. Although DNA methylation plays a major role in the epigenetic regulation of gene expression, the dysregulation of vertebral gene expression patterns observed in the current study is most likely to be mediated by histone modification and miRNAs. Notably, RNA-seq and WGBS data indicated that genes related to nervous system development are more sensitive to ancestral BaP exposure, indicating a more complex transgenerational phenotype in response to ancestral BaP exposure.	2023	The role of DNA methylation on gene expression in the vertebrae of ancestrally benzo[a]pyrene exposed F1 and F3 male medaka.	37322851	A2ML1	CPAMD9	primary_symbol
PMC7025460	10.3389/fgene.2019.01395	The pathogenesis of otitis media (OM), an inflammatory disease of the middle ear (ME), involves interplay between many different factors, including the pathogenicity of infectious pathogens, host immunological status, environmental factors, and genetic predisposition, which is known to be a key determinant of OM susceptibility. Animal models and human genetics studies have identified many genes and gene variants associated with OM susceptibility: genes that encode components of multiple signaling pathways involved in host immunity and inflammatory responses of the ME mucosa; genes involved in cellular function, such as mucociliary transport, mucin production, and mucous cell metaplasia; and genes that are essential for Eustachian tube (ET) development, ME cavitation, and homeostasis. Since our last review, several new mouse models with mutations in genes such as CCL3, IL-17A, and Nisch have been reported. Moreover, genetic variants and polymorphisms in several genes, including FNDC1, FUT2, A2ML1, TGIF1, CD44, and IL1-RA variable number tandem repeat (VNTR) allele 2, have been identified as being significantly associated with OM. In this review, we focus on the current understanding of the role of host genetics in OM, including recent discoveries and future research prospects. Further studies on the genes identified thus far and the discovery of new genes using advanced technologies such as gene editing, next generation sequencing, and genome-wide association studies, will advance our understanding of the molecular mechanism underlying the pathogenesis of OM and provide new avenues for early screening and developing effective preventative and therapeutic strategies to treat OM.	2019	Current Understanding of Host Genetics of Otitis Media.	32117425	A2ML1	CPAMD9	primary_symbol
PMC8240953	10.18332/tid/138336	<h4>Introduction</h4>Smoking is the leading cause of preventable disease. Although smoking results in an acute effect of relaxation and positive mood through dopamine release, smoking is thought to increase stress symptoms such as heart rate and blood pressure from nicotine-induced effects on the HPA axis and increased cortisol. Despite the importance in understanding the mechanisms in smoking maintenance, little is known about the overall protein and physiological response to smoking. There may be multiple functions involved that if identified might help in improving methods for behavioral and pharmacological interventions. Therefore, our goal for this pilot study was to identify proteins in the saliva that change in response to an acute smoking event versus acute sham smoking event in smokers and non-smokers, respectively.<h4>Methods</h4>We employed the iTRAQ technique followed by Mass Spectrometry to identify differentially expressed proteins in saliva of smokers and non-smokers after smoking cigarettes and sham smoking, respectively. We also validated some of the salivary proteins by ELISA or western blotting. In addition, salivary cortisol and salivary amylase (sAA) activity were measured.<h4>Results</h4>In all, 484 salivary proteins were identified. Several proteins were elevated as well as decreased in smokers compared to non-smokers. Among these were proteins associated with stress response including fibrinogen alpha, cystatin A and sAA. Our investigation also highlights methodological considerations in study design, sampling and iTRAQ analysis.<h4>Conclusions</h4>We suggest further investigation of other differentially expressed proteins in this study including ACBP, A2ML1, APOA4, BPIB1, BPIA2, CAH1, CAH6, CYTA, DSG1, EST1, GRP78, GSTO1, sAA, SAP, STAT, TCO1, and TGM3 that might assist in improving methods for behavioral and pharmacological interventions for smokers.	2021	Changes in salivary proteome before and after cigarette smoking in smokers compared to sham smoking in nonsmokers: A pilot study.	34239408	A2ML1	CPAMD9	primary_symbol
PMC9542063	10.1002/gcc.23086	Lateralized/segmental overgrowth disorders (LOs) encompass a heterogeneous group of congenital conditions with excessive body tissue growth. Documented molecular alterations in LOs mostly consist of somatic variants in genes of the PI3KCA/AKT/mTOR pathway or of chromosome band 11p15.5 imprinted region anomalies. In some cases, somatic pathogenic variants in genes of the RAS/MAPK pathway have been reported. We present the first case of a somatic pathogenic variant (T507K) in PTPN11 causing a LO phenotype characterized by severe lateralized overgrowth, vascular proliferation, and cerebral astrocytoma. The T507K variant was detected in DNA from overgrown tissue in a leg with capillary malformation. The astrocytoma tissue showed a higher PTPN11 variant allele frequency. A pathogenic variant in FGFR1 was also found in tumor tissue, representing a second hit on the RAS/MAPK pathway. These findings indicate that RAS/MAPK cascade overactivation can cause mosaic overgrowth phenotypes resembling PIK3CA-related overgrowth disorders (PROS) with cancer predisposition and are consistent with the hypothesis that RAS/MAPK hyperactivation can be involved in the pathogenesis of astrocytoma. This observation raises the issue of cancer predisposition in patients with RAS/MAPK pathway gene variants and expands genotype spectrum of LOs and the treatment options for similar cases through inhibition of the RAS/MAPK oversignaling.	2022	Lateralized overgrowth with vascular malformation caused by a somatic PTPN11 pathogenic variant: Another piece added to the puzzle of mosaic RASopathies.	35778969	A2ML1	CPAMD9	primary_symbol
PMC9966310	10.3390/vaccines11020396	The administration of mRNA-based tumour vaccines is considered a promising strategy in tumour immunotherapy, although its application against kidney renal clear cell carcinoma (KIRC) is still at its infancy stage. The purpose of this study was to identify potential antigens and to further select suitable patients for vaccination. Gene expression data and clinical information were retrieved from Gene Expression Omnibus (GEO) and The Cancer Genome Atlas (TCGA) databases. GEPIA2 was used to evaluate the prognostic value of selected antigens. The relationship of antigens presenting cell infiltration with antigen expression was evaluated by TIMER, and immune subtypes were determined using unsupervised cluster analysis. Tumour antigens LRP2 and DOCK8, which are associated with prognosis and tumour-infiltrating antigen-presenting cells, were identified in KIRC. A total of six immune subtypes were identified, and patients with immune subtype 1-4 (IS1-4) tumours had an immune 'cold' phenotype, a higher tumour mutation burden, and poor survival. Moreover, these immune subtypes showed significant differences in the expression of immune checkpoint and immunogenic cell death modulators. Finally, the immune landscape of KIRC revealed the immune-related cell components in individual patients. This study suggests that LRP2 and DOCK8 are potential KIRC antigens in the development of mRNA vaccines, and patients with immune subtypes IS1-4 are suitable for vaccination.	2023	LRP2 and DOCK8 Are Potential Antigens for mRNA Vaccine Development in Immunologically 'Cold' KIRC Tumours.	36851274	A2ML1	CPAMD9	primary_symbol
PMC9540858	10.1002/humu.24423	Neurofibromatosis type 1 (NF1) belongs to RASopathies, a group of syndromes caused by germline mutations in Ras/MAPK pathway genes. Most NF1 patients exhibit single inactivating pathogenic variants within the NF1 gene. We performed extensive genetic analyses in two NF1 families disclosing the first two cases of double de novo monoallelic NF1 variants. Both index patients described in this study had classical NF1. Probands were born from fathers in their late 30s and presented closely spaced double mutations (<100 bp) in NF1 regions showing an excess of somatic mutations. Closely spaced multiple mutations have been reported in RAS/MAPK signaling genes but never in NF1. Mutagenesis is a quasi-random process in humans, therefore two causative variants in the same gene, moreover in the same allele are exceptional. Here, we discuss possible mechanisms for this ultrarare event. Our findings confirm the possibility of a higher risk of concurrent de novo variants in NF1.	2022	Clinical presentation and genetic analyses of neurofibromatosis type 1 in independent patients with monoallelic double de novo closely spaced mutations in the NF1 gene.	35723633	A2ML1	CPAMD9	primary_symbol
PMC9295664	10.1136/bmjpo-2021-001385	<h4>Objective</h4>The aim of this observational study was to evaluate the UK and Dutch referral criteria for short stature to determine their sensitivity and specificity in predicting pathological short stature. Adherence to the recommended panel of investigations was also assessed.<h4>Study design</h4>Retrospective review of medical records to examine the auxological parameters, investigations and diagnosis of subjects referred to two paediatric endocrine clinics at the Royal London Children's Hospital between 2016 and 2021. We analysed: height SD score (HtSDS), height SDS minus target height SDS (Ht-THSDS) and height deflection SDS (HtDefSDS). The UK referral criteria were HtSDS <-2.7, Ht-THSDS >2.0 and HtDefSDS >1.3. The Dutch referral criteria were HtSDS <-2.0, Ht-THSDS >1.6 and HtDefSDS >1.0.<h4>Results</h4>Data were available for 143 subjects (72% males) with mean (range) age 8.7 years (0.5-19.9). HtSDS and Ht-THSDS were significantly lower in the pathological stature (n=66) versus the non-pathological stature (n=77) subjects (-2.67±0.82 vs -1.97±0.70; p<0.001 and -2.07±1.02 vs -1.06±0.99; p<0.001, respectively). The sensitivity and specificity to detect pathology was 41% and 83% for the UK criteria (HtSDS <-2.7) compared with 59% and 79% for the Dutch criteria (HtSDS <-2.0), 48% and 83% for UK criteria (Ht-THSDS <-2.0) compared with 74% and 72% for Dutch criteria (Ht-THSDS <-1.6) and 33% and 68% for UK criteria (HtDefSDS >1.3) compared with 44% and 63% for the Dutch criteria (HtDefSDS >1.0). On average, each patient had 88% of the recommended investigations, and 53% had all the recommended testing. New pathology was identified in 36% of subjects.<h4>Conclusions</h4>In isolation, the UK auxological referral thresholds have limited sensitivity and specificity for pathological short stature. The combination of HtSDS and Ht-THSDS improved the sensitivity of UK criteria to detect pathology from 41% to 68%. Attention to the child's genetic height potential prior to referral can prevent unnecessary assessments.	2022	Evaluating the sensitivity and specificity of the UK and Dutch growth referral criteria in predicting the diagnosis of pathological short stature.	36053660	A2ML1	CPAMD9	primary_symbol
PMC8803135	10.3389/fcell.2021.736649	Recent studies have reported that T-cell differentiation protein 2 (MAL2) is an important regulator in cancers. Here, we downloaded data from multiple databases to analyze MAL2 expression and function in pan-cancers, especially in ovarian cancer (OC). Gene Expression Profiling Interactive Analysis (GEPIA) databases was used to examine MAL2 expression in 13 types of cancer. Kaplan-Meier plotter database was used to analyze the overall survival rate of MAL2 in pan-cancers. The Catalog of Somatic Mutations in Cancer (COSMIC), cBioPortal, and UCSC databases were used to examine MAL2 mutation in human cancers. Metascape, STRING, and GeneMANIA websites were used to explore MAL2 function in OC. Furthermore, ggplot2 package and ROC package were performed to analyze hub gene expression and undertake receiver operating characteristic (ROC) analysis. Drug sensitivity of MAL2 in OC was examined by the GSCALite database. In order to verify the results from databases above, real-time quantitative polymerase chain reaction (qRT-PCR) and western blotting were conducted to detect the expression of MAL2 in OC cells. CRISPR/Cas9 system was used to knockout the MAL2 gene in the OC cell lines HO8910 and OVCAR3, using specific guide RNA targeting the exons of MAL2. Then, we performed proliferation, colony formation, migration, and invasion assays to investigate the impact of MAL2 in OC cell lines <i>in vivo</i> and <i>in vitro</i>. Epithelial-mesenchymal transition (EMT)-associated biomarkers were significantly altered <i>in vitro</i> via western blotting and qRT-PCR. Taken together, we observed that MAL2 was remarkably dysregulated in multiple cancers and was related to patient overall survival (OS), mutation, and drug sensitivity. Furthermore, experimental results showed that MAL2 deletion negatively regulated the proliferation, migration, invasion, and EMT of OC, indicating that MAL2 is a novel oncogene that can activate EMT, significantly promote both the proliferation and migration of OC <i>in vitro</i> and <i>in vivo</i>, and provide new clues for treatment strategies.	2021	Multi-Omics Analysis of the Therapeutic Value of MAL2 Based on Data Mining in Human Cancers.	35111745	A2ML1	CPAMD9	primary_symbol
PMC8349485	10.1186/s12885-021-08629-3	<h4>Background</h4>The tumor microenvironment (TME) has significantly correlation with tumor occurrence and prognosis. Our study aimed to identify the prognostic immune-related genes (IRGs)in the tumor microenvironment of colorectal cancer (CRC).<h4>Methods</h4>Transcriptome and clinical data of CRC cases were downloaded from TCGA and GEO databases. Stromal score, immune score, and tumor purity were calculated by the ESTIMATE algorithm. Based on the scores, we divided CRC patients from the TCGA database into low and high groups, and the differentially expressed genes (DEGs) were identified. Immune-related genes (IRGs) were selected by venn plots. To explore underlying pathways, protein-protein interaction (PPI) networks and functional enrichment analysis were used. After utilizing LASSO Cox regression analysis, we finally established a multi-IRGs signature for predicting the prognosis of CRC patients. A nomogram consists of the thirteen-IRGs signature and clinical parameters was developed to predict the overall survival (OS). We investigated the association between prognostic validated IRGs and immune infiltrates by TIMER database.<h4>Results</h4>Gene expression profiles and clinical information of 1635 CRC patients were collected from the TCGA and GEO databases. Higher stromal score, immune score and lower tumor purity were observed positive correlation with tumor stage and poor OS. Based on stromal score, immune score and tumor purity, 1517 DEGs, 1296 DEGs, and 1892 DEGs were identified respectively. The 948 IRGs were screened by venn plots. A thirteen-IRGs signature was constructed for predicting survival of CRC patients. Nomogram with a C-index of 0.769 (95%CI, 0.717-0.821) was developed to predict survival of CRC patients by integrating clinical parameters and thirteen-IRGs signature. The AUC for 1-, 3-, and 5-year OS were 0.789, 0.783 and 0.790, respectively. Results from TIMER database revealed that CD1B, GPX3 and IDO1 were significantly related with immune infiltrates.<h4>Conclusions</h4>In this study, we established a novel thirteen immune-related genes signature that may serve as a validated prognostic predictor for CRC patients, thus will be conducive to individualized treatment decisions.	2021	Identification of prognostic immune-related gene signature associated with tumor microenvironment of colorectal cancer.	34364366	A2ML1	CPAMD9	primary_symbol
PMC9482394	10.1002/mgg3.2012	<h4>Background</h4>The AHNAK2 gene encodes a large nucleoprotein expressed in several tissues, including brain, squamous epithelia, smooth muscle, and neuropil. Its role in calcium signaling has been suggested and to date, clear evidence about its involvement in the pathogenesis of clinical disorders is still lacking.<h4>Methods</h4>Here, we report a female 24-year-old patient diagnosed with a cardio-facio-cutaneous-like phenotype (CFC-like), characterized by epilepsy, psychomotor development delay, atopic dermatitis, congenital heart disease, hypotonia, and facial dysmorphism, who is compound heterozygote for two missense mutations in the AHNAK2 gene detected by exome sequencing.<h4>Results</h4>This patient had no detectable variant in any of the genes known to be associated with the cardio-facio-cutaneous syndrome. Moreover, the mode of inheritance does not appear to be autosomal dominant, as it is in typical CFC syndrome. We have performed in silico assessment of mutation severity separately for each missense mutation, but this analysis excludes a severe effect on protein function. Protein structure predictions indicate the mutations are located in flexible regions possibly involved in molecular interactions.<h4>Conclusion</h4>We discuss an alternative interpretation on the potential involvement of the two missense mutations in the AHNAK2 gene on the expression of CFC-like phenotype in this patient based on inter-allelic complementation.	2022	Exome sequencing in a child with neurodevelopmental disorder and epilepsy: Variant analysis of the AHNAK2 gene.	35789128	A2ML1	CPAMD9	primary_symbol
NA	10.4149/neo_2018_180907n679	Long non-coding RNAs (lncRNAs) are defined as RNA molecules longer than 200 nucleotides with poor protein-coding capacity and key functions in regulation of gene expression. Dysregulations of lncRNAs (e.g. HOTAIR and MALAT I) were detected in plasma of breast cancer (BC) patients. Plasma samples are examined as liquid biopsies for purposes of non-invasive diagnostics therefore the research of plasma lncRNAs as potential plasma biomarkers became highly topical. 84 lncRNAs were profiled in 18 plasma samples - 9 BC patients and 9 age-matched healthy - using Human Inflammatory Response & Autoimmunity RT2 lncRNA PCR Array. Total RNA from plasma samples was isolated using miRNeasy Serum/Plasma Kit. Although a pre-amplification recommended for quantification from small starting RNA amounts was used, only 3 lncRNAs (A2ML1-AS1, GAS5 and SNHG5) were detected in all plasma samples. A total of 72 lncRNAs (e.g. HOTAIR or MALAT I) were detected only in some samples and 9 lncRNAs were not detected in any samples. No significant differences were observed in levels of plasma lncRNAs between the BC patients and healthy controls despite the fact that our panel contained also the lncRNAs whose levels were previously reported as significantly different in plasma or cancer tissues (e.g. GAS5, HOTAIR, MALAT I) in BC patients. Detection of lncRNAs in plasma is due to their low concentrations quite difficult as compared with tissues. Our findings suggest that analysis of plasma lncRNAs using this technology is not suitable for use as non-invasive diagnostic tool in BC patients.	2019	The use of Human Inflammatory Response and Autoimmunity RT2 lncRNA PCR Array for plasma examination in breast cancer patients prior to therapy.	30943749	A2ML1	CPAMD9	primary_symbol
PMC7950244	10.18632/aging.202479	In this study, we used the ESTIMATE algorithm to analyze clinical data and transcriptome profiles of 1635 colorectal cancer (CRC) samples from the Gene Expression Omnibus and The Cancer Genome Atlas databases and identify prognostic immune-related genes (IRGs). We identified 941 differentially expressed (4 downregulated and 937 upregulated) genes by comparing samples with high and low immune, stromal scores and tumor purity. LASSO Cox regression analyses showed that the risk score based on a ten-IRG signature was an independent prognostic factor in CRC. The nomogram with pathological stages (TNM) and the ten-IRG signature showed a C-index of 0.769 (95% CI, 0.717-0.821), and area under ROC curve values of 0.788, 0.782 and 0.789 for 1-, 3-, and 5-year OS, respectively. TIMER database analysis showed positive correlation between the ten prognostic IRGs and the levels of tumor-infiltrated immune cells, including CD4<sup>+</sup> and CD8<sup>+</sup> T cells, macrophages, neutrophils, and dendritic cells. These findings demonstrate that this novel ten-IRG signature correlates with the pathological stages and the levels of multiple tumor-infiltrated immune cell types. This makes the ten-IRG signature a potential prognostic factor for CRC patients.	2021	Comprehensive analysis of prognostic immune-related genes in the tumor microenvironment of colorectal cancer.	33536348	A2ML1	CPAMD9	primary_symbol
